"origin","destination","lane","bookings"
kadapa,thondur,kadapa-thondur,1
kadapa,thottambedu,kadapa-thottambedu,1
kadapa,tirupati,kadapa-tirupati,18
kadapa,tuggali,kadapa-tuggali,5
kadapa,uranduru,kadapa-uranduru,1
kadapa,uyyalawada,kadapa-uyyalawada,8
kadapa,vayalpadu,kadapa-vayalpadu,10
kadapa,vedurukuppam,kadapa-vedurukuppam,2
kadapa,veldurthi,kadapa-veldurthi,2
kadapa,vempalli,kadapa-vempalli,2
kadapa,vemula,kadapa-vemula,1
kadapa,venkatagiri,kadapa-venkatagiri,1
kadapa,venkatagirikota,kadapa-venkatagirikota,17
kadapa,vijayapura,kadapa-vijayapura,1
kadapa,virapanaya,kadapa-virapanaya,1
kadapa,vontimitta,kadapa-vontimitta,1
kadapa,yadamari,kadapa-yadamari,3
kadapa,yadiki,kadapa-yadiki,1
kadapa,yemmiganur,kadapa-yemmiganur,17
kadapa,yerpadu,kadapa-yerpadu,2
kadi,bengaluru,kadi-bengaluru,1
kadi,hyderabad,kadi-hyderabad,1
kadi,kolkata,kadi-kolkata,1
kaduvetti,bangalore,kaduvetti-bangalore,1
kaduvetti,coimbatore,kaduvetti-coimbatore,1
kaduvetti,hyderabad,kaduvetti-hyderabad,2
kaithal,gandhidham,kaithal-gandhidham,7
kaithal,kandla,kaithal-kandla,1
kakinada,bhiwandi,kakinada-bhiwandi,1
kakinada,hassan,kakinada-hassan,3
kakinada,malda,kakinada-malda,1
kakinada,panipat,kakinada-panipat,1
kakinada,shikaripur,kakinada-shikaripur,1
kala_amb,luhari,kala_amb-luhari,2
kala_amb,tepla,kala_amb-tepla,4
kalaburagi,chandrayan_guda,kalaburagi-chandrayan_guda,3
kalaburagi,gadwal,kalaburagi-gadwal,2
kalaburagi,malad,kalaburagi-malad,1
kalaburagi,modanimb,kalaburagi-modanimb,3
kalakada,gangavaram,kalakada-gangavaram,1
kalakada,kalikiri,kalakada-kalikiri,1
kalamboli,badlapur,kalamboli-badlapur,2
kalamboli,bhiwandi,kalamboli-bhiwandi,1
kalamboli,borivali,kalamboli-borivali,1
kalamboli,dombivli,kalamboli-dombivli,1
kalamboli,kasara,kalamboli-kasara,1
kalamboli,khopoli,kalamboli-khopoli,1
kalamboli,malad,kalamboli-malad,1
kalamboli,mumbai,kalamboli-mumbai,161
kalamboli,nala_sopara,kalamboli-nala_sopara,2
kalamboli,navi_mumbai,kalamboli-navi_mumbai,59
kalamboli,neral,kalamboli-neral,1
kalamboli,palghar,kalamboli-palghar,3
kalamboli,pune,kalamboli-pune,1
kalamboli,rasayani,kalamboli-rasayani,3
kalamboli,tarapur,kalamboli-tarapur,1
kalamboli,thane,kalamboli-thane,1
kalamboli,virar,kalamboli-virar,1
kallur,panvel,kallur-panvel,27
kalwan,ahmedabad,kalwan-ahmedabad,3
kalwan,bengaluru,kalwan-bengaluru,9
kalwan,bhiwandi,kalwan-bhiwandi,5
kalwan,kolkata,kalwan-kolkata,2
kanchipuram,hyderabad,kanchipuram-hyderabad,1
kandla,agra,kandla-agra,39
kandla,ahmedabad,kandla-ahmedabad,44
kandla,ajmer,kandla-ajmer,24
kandla,akola,kandla-akola,11
kandla,ambala,kandla-ambala,53
kandla,amritsar,kandla-amritsar,45
kandla,aslali,kandla-aslali,1
kandla,aurangabad,kandla-aurangabad,1
kandla,bathinda,kandla-bathinda,1
kandla,beawar,kandla-beawar,4
kandla,bharatpur,kandla-bharatpur,3
kandla,bhilwara,kandla-bhilwara,22
kandla,bhiwandi,kandla-bhiwandi,22
kandla,bhubaneswar,kandla-bhubaneswar,1
kandla,bijainagar,kandla-bijainagar,2
kandla,bikaner,kandla-bikaner,4
kandla,chaksu,kandla-chaksu,1
kandla,damtal,kandla-damtal,1
kandla,deeg,kandla-deeg,3
kandla,dholpur,kandla-dholpur,16
kandla,dudu,kandla-dudu,1
kandla,ghaziabad,kandla-ghaziabad,23
kandla,gondia,kandla-gondia,1
kandla,gulabpura,kandla-gulabpura,6
kandla,gurdaspur,kandla-gurdaspur,2
kandla,hathras,kandla-hathras,3
kandla,hoskote,kandla-hoskote,1
kandla,jalandhar,kandla-jalandhar,10
kandla,jammu,kandla-jammu,58
kandla,jandheri,kandla-jandheri,2
kandla,jogeshwari,kandla-jogeshwari,1
kandla,kanpur,kandla-kanpur,3
kandla,kishangarh,kandla-kishangarh,2
kandla,kolhapur,kandla-kolhapur,1
kandla,kolkata,kandla-kolkata,2
kandla,kotputli,kandla-kotputli,2
kandla,kurukshetra,kandla-kurukshetra,2
kandla,ludhiana,kandla-ludhiana,59
kandla,mumbai,kandla-mumbai,1
kandla,nagbhid,kandla-nagbhid,1
kandla,nagpur,kandla-nagpur,23
kandla,nasirabad,kandla-nasirabad,2
kandla,nawanshahr,kandla-nawanshahr,2
kandla,nissing,kandla-nissing,1
kandla,pawata,kandla-pawata,1
kandla,pune,kandla-pune,5
kandla,rajkot,kandla-rajkot,1
kandla,rajpura,kandla-rajpura,13
kandla,sadabad,kandla-sadabad,1
kandla,samana,kandla-samana,1
kandla,srinagar,kandla-srinagar,3
kandla,surat,kandla-surat,26
kandla,thane,kandla-thane,4
kandla,udaipur,kandla-udaipur,7
kandla,una,kandla-una,1
kandla,varanasi,kandla-varanasi,5
kangeyam,nagpur,kangeyam-nagpur,1
kannur,chennai,kannur-chennai,25
kannur,chikkaballapur,kannur-chikkaballapur,15
kannur,hyderabad,kannur-hyderabad,2
kannur,indore,kannur-indore,30
kannur,kuthuparamba,kannur-kuthuparamba,1
kannur,pune,kannur-pune,73
kanpur,agra,kanpur-agra,9
kanpur,ajmer,kanpur-ajmer,2
kanpur,aligarh,kanpur-aligarh,3
kanpur,allahabad,kanpur-allahabad,9
kanpur,ambala,kanpur-ambala,1
kanpur,ayodhya,kanpur-ayodhya,2
kanpur,azamgarh,kanpur-azamgarh,14
kanpur,bareilly,kanpur-bareilly,27
kanpur,bhiwandi,kanpur-bhiwandi,13
kanpur,bhopal,kanpur-bhopal,11
kanpur,bihar,kanpur-bihar,161
kanpur,chakan,kanpur-chakan,1
kanpur,chindwara,kanpur-chindwara,1
kanpur,dehradun,kanpur-dehradun,17
kanpur,delhi,kanpur-delhi,99
kanpur,durg,kanpur-durg,3
kanpur,durgapur,kanpur-durgapur,17
kanpur,ghaziabad,kanpur-ghaziabad,38
kanpur,gorakhpur,kanpur-gorakhpur,41
kanpur,gurugram,kanpur-gurugram,7
kanpur,gwalior,kanpur-gwalior,5
kanpur,haldwani,kanpur-haldwani,1
kanpur,hazipur,kanpur-hazipur,1
kanpur,hisar,kanpur-hisar,2
kanpur,hyderabad,kanpur-hyderabad,2
kanpur,indore,kanpur-indore,9
kanpur,jabalpur,kanpur-jabalpur,9
kanpur,jaipur,kanpur-jaipur,43
kanpur,jalalpur,kanpur-jalalpur,6
kanpur,jalandhar,kanpur-jalandhar,79
kanpur,jammu,kanpur-jammu,1
kanpur,jaunpur,kanpur-jaunpur,2
kanpur,jhansi,kanpur-jhansi,1
kanpur,jodhpur,kanpur-jodhpur,7
kanpur,kannauj,kanpur-kannauj,2
kanpur,kashipur,kanpur-kashipur,16
kanpur,kolkata,kanpur-kolkata,12
kanpur,kota,kanpur-kota,11
kanpur,lakhimpur,kanpur-lakhimpur,13
kanpur,lucknow,kanpur-lucknow,44
kanpur,ludhiana,kanpur-ludhiana,13
kanpur,mandoli,kanpur-mandoli,5
kanpur,mangaldoi,kanpur-mangaldoi,5
kanpur,mathura,kanpur-mathura,4
kanpur,mau,kanpur-mau,17
kanpur,meerut,kanpur-meerut,3
kanpur,mirzapur,kanpur-mirzapur,2
kanpur,mohammadabad,kanpur-mohammadabad,18
kanpur,noida,kanpur-noida,1
kanpur,north_lakhimpur,kanpur-north_lakhimpur,7
kanpur,okhla,kanpur-okhla,33
kanpur,patna,kanpur-patna,8
kanpur,phoolpur,kanpur-phoolpur,7
kanpur,pune,kanpur-pune,4
kanpur,purnia,kanpur-purnia,106
kanpur,raebareli,kanpur-raebareli,1
kanpur,raipur,kanpur-raipur,4
kanpur,ranchi,kanpur-ranchi,6
kanpur,rohini,kanpur-rohini,4
kanpur,sas_nagar,kanpur-sas_nagar,14
kanpur,shahganj,kanpur-shahganj,21
kanpur,siliguri,kanpur-siliguri,11
kanpur,unnao,kanpur-unnao,1
kanpur,varanasi,kanpur-varanasi,18
kanpur,yamuna_nagar,kanpur-yamuna_nagar,1
kanpur,zirakpur,kanpur-zirakpur,9
kapsi_bk,kolkata,kapsi_bk-kolkata,1
karad,bhiwandi,karad-bhiwandi,34
karad,gokak,karad-gokak,2
karad,mapusa,karad-mapusa,2
karad,mulshi,karad-mulshi,1
karad,shiroli,karad-shiroli,1
karaikal,mettur,karaikal-mettur,5
karaikal,rangareddy_guda,karaikal-rangareddy_guda,1
karaikal,reddipalayam,karaikal-reddipalayam,545
karaikal,salem,karaikal-salem,4
karaikal,tiruchirappalli,karaikal-tiruchirappalli,17
karaikudi,reddipalayam,karaikudi-reddipalayam,1
karaikudi,vellikulam,karaikudi-vellikulam,4
karjat,bengaluru,karjat-bengaluru,3
karnal,amethi,karnal-amethi,1
karnal,bhiwandi,karnal-bhiwandi,1
karnal,gandhidham,karnal-gandhidham,275
karnal,gharaunda,karnal-gharaunda,1
karnal,kandla,karnal-kandla,191
karnal,mundra,karnal-mundra,542
karnal,murthal,karnal-murthal,1
karnal,panchkula,karnal-panchkula,1
karnal,sonipat,karnal-sonipat,1
karur,chennai,karur-chennai,1
kasaragod,mangaluru,kasaragod-mangaluru,1
kashipur,agra,kashipur-agra,2
kashipur,ahmedabad,kashipur-ahmedabad,14
kashipur,ambala,kashipur-ambala,3
kashipur,baddi,kashipur-baddi,8
kashipur,baghpat,kashipur-baghpat,2
kashipur,bangalore,kashipur-bangalore,18
kashipur,bareilly,kashipur-bareilly,4
kashipur,bathinda,kashipur-bathinda,2
kashipur,bhiwadi,kashipur-bhiwadi,1
kashipur,bhiwandi,kashipur-bhiwandi,29
kashipur,bulandshahr,kashipur-bulandshahr,4
kashipur,charkhi_dadri,kashipur-charkhi_dadri,2
kashipur,dehradun,kashipur-dehradun,52
kashipur,delhi_ncr,kashipur-delhi_ncr,103
kashipur,faridabad,kashipur-faridabad,1
kashipur,farukh_nagar,kashipur-farukh_nagar,1
kashipur,ghaziabad,kashipur-ghaziabad,41
kashipur,greater_noida,kashipur-greater_noida,1
kashipur,gurgaon,kashipur-gurgaon,25
kashipur,guwahati,kashipur-guwahati,1
kashipur,haldwani,kashipur-haldwani,4
kashipur,hapur,kashipur-hapur,1
kashipur,haridwar,kashipur-haridwar,3
kashipur,hisar,kashipur-hisar,10
kashipur,hyderabad,kashipur-hyderabad,14
kashipur,indore,kashipur-indore,10
kashipur,jaipur,kashipur-jaipur,41
kashipur,jalandhar,kashipur-jalandhar,2
kashipur,jammu,kashipur-jammu,14
kashipur,jwalapur,kashipur-jwalapur,3
kashipur,kolkata,kashipur-kolkata,11
kashipur,lucknow,kashipur-lucknow,22
kashipur,ludhiana,kashipur-ludhiana,71
kashipur,mangaldoi,kashipur-mangaldoi,13
kashipur,manglaur,kashipur-manglaur,1
kashipur,meerut,kashipur-meerut,5
kashipur,modinagar,kashipur-modinagar,2
kashipur,moradabad,kashipur-moradabad,1
kashipur,muradnagar,kashipur-muradnagar,2
kashipur,noida,kashipur-noida,1
kashipur,patna,kashipur-patna,3
kashipur,pune,kashipur-pune,20
kashipur,ranchi,kashipur-ranchi,4
kashipur,rishikesh,kashipur-rishikesh,4
kashipur,roorkee,kashipur-roorkee,3
kashipur,rudrapur,kashipur-rudrapur,2
kashipur,saharanpur,kashipur-saharanpur,10
kashipur,sikandrabad,kashipur-sikandrabad,1
kashipur,tukuguda,kashipur-tukuguda,18
kashipur,unnao,kashipur-unnao,60
kashipur,yamunanagar,kashipur-yamunanagar,1
katni,shahdol,katni-shahdol,1
katraj,chennai,katraj-chennai,1
katraj,mumbai,katraj-mumbai,2
kengeri_gollahalli,hyderabad,kengeri_gollahalli-hyderabad,1
kengeri_gollahalli,pune,kengeri_gollahalli-pune,1
kesariya,khatraj,kesariya-khatraj,18
kgp,unnao,kgp-unnao,1
khamgaon,hyderabad,khamgaon-hyderabad,1
khanna,shambhu,khanna-shambhu,1
khaprail,dhulagari,khaprail-dhulagari,1
khaprail,patna,khaprail-patna,1
khargone,ahmedabad,khargone-ahmedabad,1
khargone,bhopal,khargone-bhopal,1
khatraj,alibag,khatraj-alibag,7
khatraj,mumbai,khatraj-mumbai,2
khatraj,nagda,khatraj-nagda,1
kheda,bhiwandi,kheda-bhiwandi,2
kheda,bhopal,kheda-bhopal,1
kheda,chittorgarh,kheda-chittorgarh,1
kheda,ernakulam,kheda-ernakulam,1
kheda,hanumangarh,kheda-hanumangarh,1
kheda,hyderabad,kheda-hyderabad,1
kheda,imphal,kheda-imphal,1
kheda,indore,kheda-indore,1
kheda,kadi,kheda-kadi,2
kheda,nagpur,kheda-nagpur,2
kheda,pataudi,kheda-pataudi,1
kheda,pune,kheda-pune,4
kheda,surat,kheda-surat,216
kheda,udaipur,kheda-udaipur,2
khed_shivapur,bhiwandi,khed_shivapur-bhiwandi,1
khed_shivapur,chennai,khed_shivapur-chennai,2
khed_shivapur,gurugram,khed_shivapur-gurugram,2
khed_shivapur,hyderabad,khed_shivapur-hyderabad,2
khed_shivapur,kolkata,khed_shivapur-kolkata,2
khed_shivapur,mumbai,khed_shivapur-mumbai,1
khed_shivapur,thane,khed_shivapur-thane,1
khopoli,bengaluru,khopoli-bengaluru,10
khopoli,hyderabad,khopoli-hyderabad,2
khopoli,indore,khopoli-indore,1
khopoli,kolkata,khopoli-kolkata,7
khordha,hyderabad,khordha-hyderabad,62
khordha,vijayawada,khordha-vijayawada,5
kochi,ahmedabad,kochi-ahmedabad,5
kochi,alappuzha,kochi-alappuzha,76
kochi,attingal,kochi-attingal,2
kochi,bahadurgarh,kochi-bahadurgarh,1
kochi,bengaluru,kochi-bengaluru,211
kochi,bharuch,kochi-bharuch,2
kochi,bhiwandi,kochi-bhiwandi,34
kochi,bhubaneswar,kochi-bhubaneswar,8
kochi,chennai,kochi-chennai,101
kochi,chikkaballapur,kochi-chikkaballapur,1
kochi,coimbatore,kochi-coimbatore,67
kochi,cuttack,kochi-cuttack,15
kochi,ernakulam,kochi-ernakulam,14
kochi,gnt,kochi-gnt,1
kochi,goa_velha,kochi-goa_velha,1
kochi,gummidipoondi,kochi-gummidipoondi,1
kochi,hariyana,kochi-hariyana,2
kochi,howrah,kochi-howrah,1
kochi,hubli,kochi-hubli,5
kochi,hyderabad,kochi-hyderabad,49
kochi,idukki,kochi-idukki,7
kochi,indore,kochi-indore,54
kochi,jalgaon,kochi-jalgaon,1
kochi,jodhpur,kochi-jodhpur,1
kochi,kadapa,kochi-kadapa,3
kochi,kannur,kochi-kannur,6
kochi,kasaragod,kochi-kasaragod,4
kochi,kollam,kochi-kollam,413
kochi,kottayam,kochi-kottayam,202
kochi,kozhikode,kochi-kozhikode,58
kochi,kudatini,kochi-kudatini,1221
kochi,madukkarai,kochi-madukkarai,155
kochi,malappuram,kochi-malappuram,30
kochi,manjeri,kochi-manjeri,5
kochi,mannarkkad,kochi-mannarkkad,278
kochi,mehsana,kochi-mehsana,1
kochi,mysuru,kochi-mysuru,2
kochi,nagpur,kochi-nagpur,8
kochi,nashik,kochi-nashik,2
kochi,ndl,kochi-ndl,3
kochi,odisha,kochi-odisha,1
kochi,palakkad,kochi-palakkad,12
kochi,pathanamthitta,kochi-pathanamthitta,25
kochi,patna,kochi-patna,11
kochi,puliyur,kochi-puliyur,1
kochi,punalur,kochi-punalur,1
kochi,pune,kochi-pune,178
kochi,raipur,kochi-raipur,37
kochi,rajkot,kochi-rajkot,1
kochi,ranchi,kochi-ranchi,3
kochi,sambalpur,kochi-sambalpur,2
kochi,surat,kochi-surat,1
kochi,thalassery,kochi-thalassery,1
kochi,theni,kochi-theni,1
kochi,thiruvalla,kochi-thiruvalla,25
kochi,thondebavi,kochi-thondebavi,734
kochi,thrissur,kochi-thrissur,202
kochi,tiruchirappalli,kochi-tiruchirappalli,1
kochi,tvm,kochi-tvm,415
kochi,vijayawada,kochi-vijayawada,7
kochi,visakhapatnam,kochi-visakhapatnam,8
kochi,wayanad,kochi-wayanad,280
kodakal,hyderabad,kodakal-hyderabad,1
kodigehalli,goa_velha,kodigehalli-goa_velha,1
kolappancheri,karur,kolappancheri-karur,1
kolappancheri,tiruchirappalli,kolappancheri-tiruchirappalli,2
kolappancheri,viluppuram,kolappancheri-viluppuram,1
kolar,chennai,kolar-chennai,1
kolhapur,ahmedabad,kolhapur-ahmedabad,1
kolhapur,bengaluru,kolhapur-bengaluru,32
kolhapur,bhilad,kolhapur-bhilad,1
kolhapur,chirala,kolhapur-chirala,2
kolhapur,cuttack,kolhapur-cuttack,1
kolhapur,erode,kolhapur-erode,3
kolhapur,gnt,kolhapur-gnt,7
kolhapur,inkollu,kolhapur-inkollu,19
kolhapur,jodhpur,kolhapur-jodhpur,40
kolhapur,kandla,kolhapur-kandla,11
kolhapur,navi_mumbai,kolhapur-navi_mumbai,22
kolhapur,panvel,kolhapur-panvel,2
kolhapur,theni,kolhapur-theni,1
kolhapur,tirunelveli,kolhapur-tirunelveli,1
kolkata,forbesganj,kolkata-forbesganj,4
kolkata,ghaziabad,kolkata-ghaziabad,2
kolkata,guwahati,kolkata-guwahati,4
kolkata,kudatini,kolkata-kudatini,1
kolkata,patna,kolkata-patna,1
kolkata,ranchi,kolkata-ranchi,1
kolkata,siliguri,kolkata-siliguri,47
kollam,pollachi,kollam-pollachi,2
kondapalli,gnt,kondapalli-gnt,15
kondapalli,kandrika,kondapalli-kandrika,9
kondapalli,machilipatnam,kondapalli-machilipatnam,9
kondapalli,nuzividu,kondapalli-nuzividu,9
kondapalli,tenali,kondapalli-tenali,2
kondapalli,vijayawada,kondapalli-vijayawada,2
kothur,coimbatore,kothur-coimbatore,1
kottayam,bengaluru,kottayam-bengaluru,10
kottayam,bhiwandi,kottayam-bhiwandi,11
kottayam,chennai,kottayam-chennai,2
kottayam,chiplun,kottayam-chiplun,1
kottayam,coimbatore,kottayam-coimbatore,1
kottayam,cuttack,kottayam-cuttack,16
kottayam,hyderabad,kottayam-hyderabad,8
kottayam,indore,kottayam-indore,9
kottayam,kolhapur,kottayam-kolhapur,1
kottayam,kolkata,kottayam-kolkata,20
kottayam,nagpur,kottayam-nagpur,4
kottayam,pune,kottayam-pune,56
kottayam,vadodara,kottayam-vadodara,1
kozhikode,ahmedabad,kozhikode-ahmedabad,8
kozhikode,ambernath,kozhikode-ambernath,15
kozhikode,bhiwandi,kozhikode-bhiwandi,1
kozhikode,chennai,kozhikode-chennai,2
kozhikode,coimbatore,kozhikode-coimbatore,1
kozhikode,cuttack,kozhikode-cuttack,1
kozhikode,howrah,kozhikode-howrah,5
kozhikode,hyderabad,kozhikode-hyderabad,143
kozhikode,kannur,kozhikode-kannur,1
kozhikode,kasaragod,kozhikode-kasaragod,1
kozhikode,kochi,kozhikode-kochi,1
kozhikode,malumichampatti,kozhikode-malumichampatti,1
kozhikode,mysuru,kozhikode-mysuru,1
kozhikode,nagpur,kozhikode-nagpur,50
kozhikode,punalur,kozhikode-punalur,1
kozhikode,pune,kozhikode-pune,2
kozhikode,thiruvallur,kozhikode-thiruvallur,4
kozhikode,vijayawada,kozhikode-vijayawada,3
krishnagiri,hoskote,krishnagiri-hoskote,1
krishnagiri,mysuru,krishnagiri-mysuru,3
krishnagiri,vashi,krishnagiri-vashi,1
krishnapatnam,bilakalaguduru,krishnapatnam-bilakalaguduru,1
krishnapatnam,kakinada,krishnapatnam-kakinada,1
krishnapatnam,kurnool,krishnapatnam-kurnool,1
krishnapatnam,nandyal,krishnapatnam-nandyal,23
krishnapatnam,ndl,krishnapatnam-ndl,2
krishnarajapura,kolkata,krishnarajapura-kolkata,1
kudala_sangama,sirsi,kudala_sangama-sirsi,1
kudatini,andra,kudatini-andra,1
kudatini,bantwal,kudatini-bantwal,3
kudatini,bekal,kudatini-bekal,2
kudatini,cherkala,kudatini-cherkala,9
kudatini,chikkamagaluru,kudatini-chikkamagaluru,3
kudatini,chitradurga,kudatini-chitradurga,9
kudatini,chowlahiriyur,kudatini-chowlahiriyur,3
kudatini,davanagere,kudatini-davanagere,1
kudatini,dharwad,kudatini-dharwad,3
kudatini,hosapete,kudatini-hosapete,1
kudatini,hubballi,kudatini-hubballi,2
kudatini,iritty,kudatini-iritty,25
kudatini,kadaba,kudatini-kadaba,1
kudatini,kadapa,kudatini-kadapa,4
kudatini,kalasa,kudatini-kalasa,2
kudatini,kallachi,kudatini-kallachi,11
kudatini,kannur,kudatini-kannur,277
kudatini,karad,kudatini-karad,1
kudatini,kerala,kudatini-kerala,13
kudatini,konnur,kudatini-konnur,2
kudatini,koppal,kudatini-koppal,10
kudatini,kozhikode,kudatini-kozhikode,3
kudatini,krnt,kudatini-krnt,5
kudatini,kudala_sangama,kudatini-kudala_sangama,1
kudatini,kuthuparamba,kudatini-kuthuparamba,170
kudatini,kuttiady,kudatini-kuttiady,6
kudatini,manjeshwar,kudatini-manjeshwar,4
kudatini,mudigere,kudatini-mudigere,2
kudatini,nandyal,kudatini-nandyal,3
kudatini,neeleswaram,kudatini-neeleswaram,42
kudatini,neervilakom,kudatini-neervilakom,1
kudatini,nileshwar,kudatini-nileshwar,25
kudatini,nlr,kudatini-nlr,7
kudatini,poovam,kudatini-poovam,7
kudatini,sirsi,kudatini-sirsi,50
kudatini,toranagallu,kudatini-toranagallu,42
kudatini,udupi,kudatini-udupi,5
kudatini,vatakara,kudatini-vatakara,9
kudatini,vellikulam,kudatini-vellikulam,105
kudatini,vellikulangara,kudatini-vellikulangara,2
kudatini,vijayanagara,kudatini-vijayanagara,1
kudatini,viluppuram,kudatini-viluppuram,3
kuhimari,guwahati,kuhimari-guwahati,17
kulana,guwahati,kulana-guwahati,1
kulana,hyderabad,kulana-hyderabad,1
kulana,kanpur,kulana-kanpur,1
kulana,kolkata,kulana-kolkata,1
kulana,lucknow,kulana-lucknow,1
kulana,mumbai,kulana-mumbai,2
kulana,nagpur,kulana-nagpur,18
kulana,patna,kulana-patna,6
kulana,pune,kulana-pune,5
kulana,ranchi,kulana-ranchi,2
kundaim_industrial_estate,bengaluru,kundaim_industrial_estate-bengaluru,1
kundaim_industrial_estate,daman,kundaim_industrial_estate-daman,1
kurkumbh,bhiwandi,kurkumbh-bhiwandi,3
kurkumbh,nagpur,kurkumbh-nagpur,1
kurnool,atmakur,kurnool-atmakur,1
kurnool,belagavi,kurnool-belagavi,3
kurnool,kadapa,kurnool-kadapa,1
kurnool,kadiri,kurnool-kadiri,1
kurnool,krnt,kurnool-krnt,3
kurnool,nagarkurnool,kurnool-nagarkurnool,1
kurnool,nandyal,kurnool-nandyal,7
kurnool,ulchala,kurnool-ulchala,1
kurnool,warangal,kurnool-warangal,2
kurnool,yemmiganur,kurnool-yemmiganur,1
kurukshetra,gandhidham,kurukshetra-gandhidham,3
kurukshetra,mundra,kurukshetra-mundra,1
lalkuan,agra,lalkuan-agra,35
lalkuan,bareilly,lalkuan-bareilly,14
lalkuan,guwahati,lalkuan-guwahati,42
lalkuan,hajipur,lalkuan-hajipur,30
lalkuan,hardoi,lalkuan-hardoi,1
lalkuan,kanpur,lalkuan-kanpur,6
lalkuan,kolkata,lalkuan-kolkata,211
lalkuan,lucknow,lalkuan-lucknow,7
lalkuan,patna,lalkuan-patna,3
lalkuan,varanasi,lalkuan-varanasi,22
laxmeshwar,shigli,laxmeshwar-shigli,1
lucknow,akbarpur,lucknow-akbarpur,4
lucknow,allahabad,lucknow-allahabad,123
lucknow,auraiya,lucknow-auraiya,6
lucknow,auriya,lucknow-auriya,1
lucknow,azamgarh,lucknow-azamgarh,32
lucknow,badaun,lucknow-badaun,4
lucknow,baheri,lucknow-baheri,5
lucknow,bahraich,lucknow-bahraich,28
lucknow,ballia,lucknow-ballia,2
lucknow,balrampur,lucknow-balrampur,7
lucknow,banda,lucknow-banda,8
lucknow,bansi,lucknow-bansi,1
lucknow,barabanki,lucknow-barabanki,4
lucknow,bareilly,lucknow-bareilly,14
lucknow,barhalganj,lucknow-barhalganj,7
lucknow,basti,lucknow-basti,14
lucknow,bhagalpur,lucknow-bhagalpur,1
lucknow,bihar,lucknow-bihar,2
lucknow,bisalpur,lucknow-bisalpur,7
lucknow,dahilamau,lucknow-dahilamau,4
lucknow,deoria,lucknow-deoria,21
lucknow,etawah,lucknow-etawah,20
lucknow,faizabad,lucknow-faizabad,33
lucknow,farukhabad,lucknow-farukhabad,13
lucknow,fatehpur,lucknow-fatehpur,23
lucknow,ghazipur,lucknow-ghazipur,16
lucknow,gola_gokarannath,lucknow-gola_gokarannath,8
lucknow,gonda,lucknow-gonda,19
lucknow,gorakhpur,lucknow-gorakhpur,86
lucknow,gwalior,lucknow-gwalior,1
lucknow,hamirpur,lucknow-hamirpur,1
lucknow,hardoi,lucknow-hardoi,9
lucknow,jaipur,lucknow-jaipur,3
lucknow,jalalpur,lucknow-jalalpur,12
lucknow,jalandhar,lucknow-jalandhar,1
lucknow,jaunpur,lucknow-jaunpur,14
lucknow,jhansi,lucknow-jhansi,41
lucknow,kamalpur,lucknow-kamalpur,1
lucknow,kannauj,lucknow-kannauj,13
lucknow,kanpur,lucknow-kanpur,218
lucknow,khalilabad,lucknow-khalilabad,5
lucknow,kolkata,lucknow-kolkata,1
lucknow,kota,lucknow-kota,1
lucknow,lakhimpur,lucknow-lakhimpur,25
lucknow,lalitpur,lucknow-lalitpur,1
lucknow,maharajganj,lucknow-maharajganj,11
lucknow,mahmudabad,lucknow-mahmudabad,1
lucknow,mau,lucknow-mau,44
lucknow,mirzapur,lucknow-mirzapur,23
lucknow,mughal_sarai,lucknow-mughal_sarai,4
lucknow,nanpara,lucknow-nanpara,3
lucknow,orai,lucknow-orai,9
lucknow,padrauna,lucknow-padrauna,20
lucknow,pataudi,lucknow-pataudi,5
lucknow,phoolpur,lucknow-phoolpur,9
lucknow,pilibhit,lucknow-pilibhit,3
lucknow,puranpur,lucknow-puranpur,2
lucknow,raebareli,lucknow-raebareli,27
lucknow,raipur,lucknow-raipur,1
lucknow,rampur,lucknow-rampur,4
lucknow,robertsganj,lucknow-robertsganj,4
lucknow,sandila,lucknow-sandila,8
lucknow,shahganj,lucknow-shahganj,5
lucknow,shahjahanpur,lucknow-shahjahanpur,21
lucknow,sidhauli,lucknow-sidhauli,1
lucknow,sitapur,lucknow-sitapur,35
lucknow,sonipat,lucknow-sonipat,1
lucknow,sultanpur,lucknow-sultanpur,28
lucknow,unnao,lucknow-unnao,1
lucknow,varanasi,lucknow-varanasi,146
lucknow,yusufpur,lucknow-yusufpur,8
ludhiana,agra,ludhiana-agra,1
ludhiana,amritsar,ludhiana-amritsar,1
ludhiana,bangalore,ludhiana-bangalore,15
ludhiana,barota,ludhiana-barota,1
ludhiana,bathinda,ludhiana-bathinda,2
ludhiana,beas,ludhiana-beas,1
ludhiana,bhilwara,ludhiana-bhilwara,1
ludhiana,bhiwandi,ludhiana-bhiwandi,1
ludhiana,bholath,ludhiana-bholath,1
ludhiana,chaubepur,ludhiana-chaubepur,1
ludhiana,delhi,ludhiana-delhi,281
ludhiana,dhanbad,ludhiana-dhanbad,1
ludhiana,faridabad,ludhiana-faridabad,1
ludhiana,faridkot,ludhiana-faridkot,1
ludhiana,ghaziabad,ludhiana-ghaziabad,9
ludhiana,gurdaspur,ludhiana-gurdaspur,1
ludhiana,guwahati,ludhiana-guwahati,1
ludhiana,haridwar,ludhiana-haridwar,1
ludhiana,hisar,ludhiana-hisar,2
ludhiana,kanpur,ludhiana-kanpur,22
ludhiana,karnal,ludhiana-karnal,3
