"origin","destination","lane","bookings"
sangli,panvel,sangli-panvel,3
sangli,pollachi,sangli-pollachi,3
sangola,bhiwandi,sangola-bhiwandi,1
sankari,madurai,sankari-madurai,4
sankari,melur,sankari-melur,2
sankari,puducherry,sankari-puducherry,3
sankari,theni,sankari-theni,1
sankari,tirumangalam,sankari-tirumangalam,6
sankari,viraganur,sankari-viraganur,4
santej,bengaluru,santej-bengaluru,1
santej,guwahati,santej-guwahati,2
santej,hosur,santej-hosur,36
santej,kolhapur,santej-kolhapur,1
santej,kolkata,santej-kolkata,14
satara,bengaluru,satara-bengaluru,6
satara,jigani,satara-jigani,1
satara,sri_city,satara-sri_city,4
sc,bhiwandi,sc-bhiwandi,1
sendhwa,guwahati,sendhwa-guwahati,1
sendhwa,indore,sendhwa-indore,1
sendhwa,nandurbar,sendhwa-nandurbar,4
sendhwa,sendhwa,sendhwa-sendhwa,269
shahbad,panipat,shahbad-panipat,10
shahzadpur,kala_amb,shahzadpur-kala_amb,1
shambhu,gurgaon,shambhu-gurgaon,1
shambhu,katra,shambhu-katra,1
shambhu,ludhiana,shambhu-ludhiana,1
shambhu,manali,shambhu-manali,1
shambhu,sonipat,shambhu-sonipat,1
shambhu,srinagar,shambhu-srinagar,1
shambhu,theog,shambhu-theog,2
shikrapur,bengaluru,shikrapur-bengaluru,11
shikrapur,nagpur,shikrapur-nagpur,3
shikrapur,wadki,shikrapur-wadki,2
shirwal,taloje_majkur,shirwal-taloje_majkur,1
sikandrabad,ayodhya,sikandrabad-ayodhya,4
sikandrabad,bareilly,sikandrabad-bareilly,3
sikandrabad,bassi,sikandrabad-bassi,1
sikandrabad,bhadohi_nagar_palika,sikandrabad-bhadohi_nagar_palika,1
sikandrabad,chandigarh,sikandrabad-chandigarh,2
sikandrabad,dera_bassi,sikandrabad-dera_bassi,4
sikandrabad,haridwar,sikandrabad-haridwar,8
sikandrabad,jabalpur,sikandrabad-jabalpur,10
sikandrabad,jalandhar,sikandrabad-jalandhar,26
sikandrabad,jhansi,sikandrabad-jhansi,3
sikandrabad,latur,sikandrabad-latur,2
sikandrabad,ludhiana,sikandrabad-ludhiana,29
sikandrabad,nagpur,sikandrabad-nagpur,19
sikandrabad,panipat,sikandrabad-panipat,5
sikandrabad,raipur,sikandrabad-raipur,11
sikandrabad,sagar,sikandrabad-sagar,6
siliguri,dhulagari,siliguri-dhulagari,3
siliguri,jangalpur,siliguri-jangalpur,1
siliguri,ranchi,siliguri-ranchi,31
silvassa,ahmedabad,silvassa-ahmedabad,17
silvassa,aurangabad,silvassa-aurangabad,4
silvassa,bhiwandi,silvassa-bhiwandi,43
silvassa,chennai,silvassa-chennai,1
silvassa,indore,silvassa-indore,9
silvassa,kolhapur,silvassa-kolhapur,2
silvassa,kolkata,silvassa-kolkata,2
silvassa,morbi,silvassa-morbi,1
silvassa,nashik,silvassa-nashik,1
silvassa,pune,silvassa-pune,11
silvassa,raipur,silvassa-raipur,1
silvassa,sahibabad,silvassa-sahibabad,86
silvassa,valsad,silvassa-valsad,1
silvassa,vapi,silvassa-vapi,29
singrauli,varanasi,singrauli-varanasi,158
sirpur,allahabad,sirpur-allahabad,1
sirpur,azamgarh,sirpur-azamgarh,2
sirpur,baliya,sirpur-baliya,1
sirpur,bangalore,sirpur-bangalore,11
sirpur,bengaluru,sirpur-bengaluru,1
sirpur,bhubaneswar,sirpur-bhubaneswar,9
sirpur,bihar,sirpur-bihar,10
sirpur,bilaspur_kalan,sirpur-bilaspur_kalan,4
sirpur,cuttack,sirpur-cuttack,11
sirpur,guwahati,sirpur-guwahati,24
sirpur,hubli,sirpur-hubli,2
sirpur,jalpaiguri,sirpur-jalpaiguri,10
sirpur,khorda,sirpur-khorda,58
sirpur,koheda,sirpur-koheda,1
sirpur,kolkata,sirpur-kolkata,91
sirpur,kozhikode,sirpur-kozhikode,1
sirpur,lucknow,sirpur-lucknow,1
sirpur,madurai,sirpur-madurai,2
sirpur,manipal,sirpur-manipal,1
sirpur,mysuru,sirpur-mysuru,1
sirpur,patna,sirpur-patna,12
sirpur,raipur,sirpur-raipur,29
sirpur,ranchi,sirpur-ranchi,1
sirpur,siliguri,sirpur-siliguri,39
sirpur,tvm,sirpur-tvm,1
sirpur,varanasi,sirpur-varanasi,25
sitarganj,bangalore,sitarganj-bangalore,35
sitarganj,hosur,sitarganj-hosur,14
solapur,mahalunge,solapur-mahalunge,1
solapur,navi_mumbai,solapur-navi_mumbai,2
sonipat,ahmedabad,sonipat-ahmedabad,14
sonipat,asansol,sonipat-asansol,15
sonipat,bangalore,sonipat-bangalore,5
sonipat,bhiwadi,sonipat-bhiwadi,1
sonipat,bhiwandi,sonipat-bhiwandi,3
sonipat,bhubaneswar,sonipat-bhubaneswar,34
sonipat,chennai,sonipat-chennai,46
sonipat,dadri,sonipat-dadri,3
sonipat,delhi_ncr,sonipat-delhi_ncr,4
sonipat,ghaziabad,sonipat-ghaziabad,6
sonipat,goa_velha,sonipat-goa_velha,1
sonipat,gurugram,sonipat-gurugram,1
sonipat,guwahati,sonipat-guwahati,45
sonipat,hubli,sonipat-hubli,1
sonipat,hyderabad,sonipat-hyderabad,8
sonipat,indore,sonipat-indore,5
sonipat,jaipur,sonipat-jaipur,49
sonipat,jammu,sonipat-jammu,4
sonipat,kanpur,sonipat-kanpur,1
sonipat,karnal,sonipat-karnal,1
sonipat,kochi,sonipat-kochi,10
sonipat,kolkata,sonipat-kolkata,59
sonipat,lucknow,sonipat-lucknow,41
sonipat,ludhiana,sonipat-ludhiana,5
sonipat,luhari,sonipat-luhari,2
sonipat,nagpur,sonipat-nagpur,1
sonipat,patna,sonipat-patna,36
sonipat,raipur,sonipat-raipur,1
sonipat,ranchi,sonipat-ranchi,2
sonipat,siliguri,sonipat-siliguri,3
sonipat,surat,sonipat-surat,2
sonipat,tepla,sonipat-tepla,4
sri_city,ahmedabad,sri_city-ahmedabad,1
sri_city,anantapur,sri_city-anantapur,1
sri_city,bangalore,sri_city-bangalore,3
sri_city,chennai,sri_city-chennai,1
sri_city,hyderabad,sri_city-hyderabad,1
sri_city,mundra,sri_city-mundra,2
sri_city,pipavav,sri_city-pipavav,1
sri_city,porur,sri_city-porur,2
sri_city,visakhapatnam,sri_city-visakhapatnam,7
srikakulam,tanuku,srikakulam-tanuku,1
srikalahasti,alappuzha,srikalahasti-alappuzha,1
srikalahasti,angamaly,srikalahasti-angamaly,6
srikalahasti,bengaluru,srikalahasti-bengaluru,53
srikalahasti,changaramkulam,srikalahasti-changaramkulam,1
srikalahasti,ernakulam,srikalahasti-ernakulam,1
srikalahasti,kadamattam,srikalahasti-kadamattam,3
srikalahasti,kannur,srikalahasti-kannur,6
srikalahasti,kattakkada,srikalahasti-kattakkada,6
srikalahasti,kattappana,srikalahasti-kattappana,1
srikalahasti,kattoor,srikalahasti-kattoor,1
srikalahasti,kayamkulam,srikalahasti-kayamkulam,11
srikalahasti,kerala,srikalahasti-kerala,67
srikalahasti,kochi,srikalahasti-kochi,2
srikalahasti,koothattukulam,srikalahasti-koothattukulam,3
srikalahasti,kottayam,srikalahasti-kottayam,3
srikalahasti,kozhikode,srikalahasti-kozhikode,12
srikalahasti,kuruppampady,srikalahasti-kuruppampady,1
srikalahasti,kuttiady,srikalahasti-kuttiady,2
srikalahasti,malappuram,srikalahasti-malappuram,8
srikalahasti,malayinkeezh,srikalahasti-malayinkeezh,1
srikalahasti,mysuru,srikalahasti-mysuru,1
srikalahasti,nandyal,srikalahasti-nandyal,5
srikalahasti,nilambur,srikalahasti-nilambur,1
srikalahasti,palakkad,srikalahasti-palakkad,1
srikalahasti,pathanamthitta,srikalahasti-pathanamthitta,5
srikalahasti,payyanur,srikalahasti-payyanur,2
srikalahasti,perambra,srikalahasti-perambra,1
srikalahasti,puducherry,srikalahasti-puducherry,8
srikalahasti,sultan_bathery,srikalahasti-sultan_bathery,2
srikalahasti,thrissur,srikalahasti-thrissur,11
srikalahasti,vadakkencherry,srikalahasti-vadakkencherry,4
srikalahasti,vatakara,srikalahasti-vatakara,1
srikalahasti,wayanad,srikalahasti-wayanad,5
sriperumbudur,bangalore,sriperumbudur-bangalore,1
sriperumbudur,coimbatore,sriperumbudur-coimbatore,18
sriperumbudur,hyderabad,sriperumbudur-hyderabad,1
sriperumbudur,madurai,sriperumbudur-madurai,1
sriperumbudur,puducherry,sriperumbudur-puducherry,1
sriperumbudur,vellore,sriperumbudur-vellore,3
supe,kochi,supe-kochi,3
surat,bengaluru,surat-bengaluru,4
surat,bhiwandi,surat-bhiwandi,4
surat,ghaziabad,surat-ghaziabad,1
surat,hyderabad,surat-hyderabad,3
surat,indore,surat-indore,1
surat,jaipur,surat-jaipur,1
surat,kolkata,surat-kolkata,1
surat,kota,surat-kota,3
surat,lucknow,surat-lucknow,1
surat,nala_sopara,surat-nala_sopara,1
surat,thane,surat-thane,1
surat,vijayawada,surat-vijayawada,1
surat,virar,surat-virar,2
tadipatri,agali,tadipatri-agali,1
tadipatri,amarapuram,tadipatri-amarapuram,1
tadipatri,anantapur,tadipatri-anantapur,9
tadipatri,angallu,tadipatri-angallu,2
tadipatri,atmakur,tadipatri-atmakur,3
tadipatri,chikatimamidi,tadipatri-chikatimamidi,1
tadipatri,chittoor,tadipatri-chittoor,11
tadipatri,chowdepalle,tadipatri-chowdepalle,1
tadipatri,dharmavaram,tadipatri-dharmavaram,1
tadipatri,garnimitta,tadipatri-garnimitta,1
tadipatri,gooty,tadipatri-gooty,1
tadipatri,gorantla,tadipatri-gorantla,11
tadipatri,gudibanda,tadipatri-gudibanda,1
tadipatri,guntakal,tadipatri-guntakal,1
tadipatri,gurram_konda,tadipatri-gurram_konda,4
tadipatri,hindupuram,tadipatri-hindupuram,12
tadipatri,kadapa,tadipatri-kadapa,3
tadipatri,kadiri,tadipatri-kadiri,2
tadipatri,kalakada,tadipatri-kalakada,2
tadipatri,kalikiri,tadipatri-kalikiri,3
tadipatri,kalyandurg,tadipatri-kalyandurg,2
tadipatri,karveti_nagar,tadipatri-karveti_nagar,1
tadipatri,kavali,tadipatri-kavali,3
tadipatri,kodur,tadipatri-kodur,1
tadipatri,koduru,tadipatri-koduru,1
tadipatri,kothakota,tadipatri-kothakota,3
tadipatri,kurabala_kota,tadipatri-kurabala_kota,2
tadipatri,manubolu,tadipatri-manubolu,1
tadipatri,mpl,tadipatri-mpl,7
tadipatri,nandalur,tadipatri-nandalur,1
tadipatri,nandikotkur,tadipatri-nandikotkur,1
tadipatri,nandyal,tadipatri-nandyal,1
tadipatri,nellore,tadipatri-nellore,6
tadipatri,palamaner,tadipatri-palamaner,4
tadipatri,parthi,tadipatri-parthi,5
tadipatri,pedda_panjani,tadipatri-pedda_panjani,2
